reference_candles,with_first_touch,first_touch_rate,median_hours_to_first,opposite_within_24h,opposite_within_24h_from_activate,opposite_within_72h,opposite_within_72h_from_activate,opposite_within_120h,opposite_within_120h_from_activate,first_side_up_share,9PM_opposite_within_72h,9PM_first_touch_n,9AM_opposite_within_72h,9AM_first_touch_n,touch_rate_k2,touch_rate_k2.5,touch_rate_k3,touch_rate_k4,touch_rate_k5,null_terminal_1R_rate,null_terminal_2R_rate,null_median_penetration_R,null_reclaim_rate,scenario,rep
1288,1267,0.9836956521739131,10.55,0.10891870560378848,0.06156274664561957,0.26992896606156275,0.22415153906866614,0.4048934490923441,0.34964483030781374,0.49171270718232046,0.25356576862123614,631,0.2861635220125786,636,0.7612577639751553,0.7239906832298136,0.6739130434782609,0.6001552795031055,0.5291149068322981,0.09722948248823837,0.08572922111866178,2.7698192499516434,1.0,gbm_low_vol,2
1288,1257,0.9759316770186336,11.016666666666667,0.11455847255369929,0.061256961018297536,0.27764518695306284,0.2060461416070008,0.3731105807478122,0.3221957040572792,0.5091487669053302,0.2717219589257504,633,0.28365384615384615,624,0.7565993788819876,0.7154503105590062,0.6762422360248447,0.593167701863354,0.5225155279503105,0.09124472573839662,0.08201476793248945,2.842982482527505,1.0,gbm_low_vol,3
1288,1256,0.9751552795031055,10.25,0.1393312101910828,0.08598726114649681,0.2921974522292994,0.23964968152866242,0.392515923566879,0.3622611464968153,0.49363057324840764,0.3090332805071315,631,0.2752,625,0.7612577639751553,0.7166149068322981,0.6708074534161491,0.5826863354037267,0.5108695652173914,0.11452587339112162,0.09981612818492251,2.4715011624825434,1.0,gbm_low_vol,4
1288,1259,0.9774844720496895,11.383333333333333,0.10246227164416204,0.05321683876092136,0.24305003971405878,0.1938046068308181,0.374900714853058,0.3193010325655282,0.5353455123113582,0.2507936507936508,630,0.23529411764705882,629,0.7430124223602484,0.6987577639751553,0.656832298136646,0.5791925465838509,0.5097049689440993,0.11012385568120625,0.09881529348411416,2.5164139110394586,1.0,gbm_low_vol,5
1288,1265,0.9821428571428571,11.433333333333334,0.11383399209486166,0.05928853754940711,0.2790513833992095,0.22450592885375495,0.4015810276679842,0.34466403162055337,0.5217391304347826,0.2721518987341772,632,0.2859399684044234,633,0.7597049689440993,0.7142857142857143,0.6677018633540373,0.5846273291925466,0.5058229813664596,0.10508296023176192,0.094548327627074,2.5008920731993842,1.0,gbm_low_vol,6
1288,1267,0.9836956521739131,10.883333333333333,0.12786108918705605,0.06393054459352802,0.292817679558011,0.24151539068666142,0.4064719810576164,0.35438042620363064,0.5043409629044988,0.29365079365079366,630,0.29199372056514916,637,0.7732919254658385,0.7228260869565217,0.6812888198757764,0.6005434782608695,0.5271739130434783,0.10897768552153607,0.09496626881162429,2.554949705593904,1.0,gbm_low_vol,7
1288,1256,0.9751552795031055,10.408333333333333,0.125,0.07085987261146497,0.28503184713375795,0.22452229299363058,0.42754777070063693,0.37579617834394907,0.4896496815286624,0.28,625,0.2900158478605388,631,0.781832298136646,0.7247670807453416,0.6805124223602484,0.59472049689441,0.515916149068323,0.11543416645194537,0.10229322339603195,2.471638956073301,1.0,gbm_high_vol,0
1288,1266,0.9829192546583851,10.666666666666666,0.12480252764612954,0.05924170616113744,0.2764612954186414,0.22669826224328593,0.3909952606635071,0.344391785150079,0.5126382306477093,0.2737341772151899,632,0.27917981072555204,634,0.7593167701863354,0.7212732919254659,0.6789596273291926,0.6028726708074534,0.53222049689441,0.09937073938122706,0.09098059779758784,2.8502982432375634,1.0,gbm_high_vol,1
1288,1253,0.9728260869565217,10.55,0.12130885873902633,0.07023144453312051,0.28890662410215484,0.23543495610534718,0.4022346368715084,0.35275339185953714,0.4860335195530726,0.30064308681672025,622,0.277337559429477,631,0.7756211180124224,0.7356366459627329,0.6863354037267081,0.6024844720496895,0.5139751552795031,0.1045466221423067,0.09350115592088364,2.645666587215835,1.0,gbm_high_vol,2
1288,1274,0.9891304347826086,10.533333333333335,0.12637362637362637,0.06593406593406594,0.30612244897959184,0.24175824175824176,0.41836734693877553,0.3649921507064364,0.5047095761381476,0.28976377952755905,635,0.3223787167449139,639,0.7736801242236024,0.7294254658385093,0.6913819875776398,0.6079192546583851,0.530667701863354,0.10666322314049587,0.09400826446280992,2.56309920489433,1.0,gbm_high_vol,3
