time,open,high,low,close,MA 1,MA 2
1776103200,4729.8,4740.77,4723.32,4738.25,,
1776106800,4738.25,4747.43,4730.57,4740.97,,
1776110400,4740.97,4743.91,4737.95,4741.96,,
1776117600,4741.96,4759.31,4741.96,4757.57,,
1776121200,4757.57,4765.61,4754.12,4757.36,,
1776124800,4757.36,4775.92,4751.15,4769.69,,
1776128400,4769.69,4777.19,4761.48,4765.04,,
1776132000,4765.04,4777.26,4761.62,4774.98,,
1776135600,4774.98,4775.43,4765.22,4768.17,,
1776139200,4768.17,4776.77,4766.89,4774.16,,
1776142800,4774.16,4774.25,4758.05,4760.08,,
1776146400,4760.08,4783.02,4760.05,4781.89,,
1776150000,4781.89,4796.53,4767.55,4777.12,,
1776153600,4777.12,4789.96,4774.04,4786.88,,
1776157200,4786.88,4789.31,4771.64,4778.01,,
1776160800,4778.01,4788.02,4751.27,4768.37,,
1776164400,4768.37,4783.11,4766.52,4774.83,,
1776168000,4774.83,4777.57,4762.04,4771.27,,
1776171600,4771.27,4803.62,4770.93,4794.69,,
1776175200,4794.69,4818.05,4792.84,4803.82,,
1776178800,4803.82,4816.27,4790.87,4808.13,,
1776182400,4808.13,4820.41,4805.06,4810.03,,
1776186000,4810.03,4841.38,4809.34,4834.98,,
1776189600,4834.98,4843.48,4830.94,4835.57,,
1776193200,4835.57,4846.34,4835.57,4844.98,,
1776196800,4844.98,4846.08,4839.47,4840.73,,
1776204000,4840.73,4850.77,4833.03,4834.75,,
1776207600,4834.75,4844.33,4833.57,4837.23,,
1776211200,4837.23,4840.12,4827.1,4835.2,,
1776214800,4835.2,4870.88,4827.99,4846.78,,
1776218400,4846.78,4853.33,4820.46,4823.83,,
1776222000,4823.83,4829.62,4816.78,4823.78,,
1776225600,4823.78,4827.79,4820.02,4824.96,,
1776229200,4824.96,4830.34,4812.3,4819.49,,
1776232800,4819.49,4824.96,4810.9,4811.49,,
1776236400,4811.49,4816.84,4803.66,4811.1,,
1776240000,4811.1,4820.98,4804.43,4818.48,,
1776243600,4818.48,4819.49,4785.84,4798.12,,
1776247200,4798.12,4805.27,4789.83,4799.94,,
1776250800,4799.94,4814.87,4795.53,4812.6,,
1776254400,4812.6,4816.26,4806.73,4811.58,,
