time,open,high,low,close,MA 1,MA 2
1782378000,29857.440000000002,29894.690000000002,29850.31,29869.190000000002,,
1782381600,29869.190000000002,29922.440000000002,29861.690000000002,29896.690000000002,,
1782385200,29896.690000000002,29930.190000000002,29836.31,29868.06,,
1782388800,29868.06,29999.010000000002,29854.06,29938.940000000002,,
1782392400,29938.940000000002,29951.940000000002,29033.510000000002,29053.010000000002,,
1782396000,29053.010000000002,29513.59,29044.010000000002,29371.710000000003,,
1782399600,29385.59,29499.59,29199.960000000003,29396.960000000003,,
1782403200,29396.960000000003,29608.960000000003,29323.710000000003,29419.09,,
1782406800,29419.09,29548.34,29409.460000000003,29531.460000000003,,
1782410400,29531.460000000003,29628.460000000003,29416.510000000002,29510.710000000003,,
1782414000,29510.710000000003,29514.460000000003,29353.210000000003,29487.210000000003,,
1782417600,29487.210000000003,29659.440000000002,29485.06,29497.13,,
1782424800,29497.13,29507.530000000002,29352.530000000002,29425.15,,
1782428400,29425.15,29639.530000000002,29413.100000000002,29452.65,,
1782432000,29452.65,29518.530000000002,29362.600000000002,29383.280000000002,,
1782435600,29383.280000000002,29422.9,29208.780000000002,29238.850000000002,,
1782439200,29238.850000000002,29251.9,28977.350000000002,29011.350000000002,,
1782442800,29011.350000000002,29115.9,28907.600000000002,29112.530000000002,,
1782446400,29112.530000000002,29132.15,28999.100000000002,29016.9,,
1782450000,29016.9,29156.15,29002.530000000002,29072.15,,
1782453600,29072.15,29282.280000000002,29036.15,29249.600000000002,,
1782457200,29249.600000000002,29309.4,29182.15,29273.4,,
1782460800,29273.4,29303.9,29110.530000000002,29145.350000000002,,
1782464400,29145.350000000002,29191.030000000002,29091.280000000002,29117.530000000002,,
1782468000,29117.530000000002,29146.030000000002,29064.600000000002,29107.850000000002,,
1782471600,29107.850000000002,29172.15,29051.4,29097.15,,
1782475200,29097.15,29196.4,29044.780000000002,29062.280000000002,,
1782478800,29062.280000000002,29210.800000000003,28928.850000000002,29187.350000000002,,
1782482400,29187.350000000002,29410.93,29165.100000000002,29248.93,,
1782486000,29248.93,29463.050000000003,29156.100000000002,29367.050000000003,,
1782489600,29367.050000000003,29391.800000000003,29241.100000000002,29358.800000000003,,
1782493200,29358.800000000003,29447.43,29282.43,29291.550000000003,,
1782496800,29291.550000000003,29328.93,29136.050000000003,29162.68,,
1782500400,29162.68,29316.300000000003,29031.350000000002,29046.350000000002,,
1782504000,29046.350000000002,29156.600000000002,29003.65,29017.980000000003,,
1782684000,29017.980000000003,29363.100000000002,29017.980000000003,29325.780000000002,,
1782687600,29325.780000000002,29449.9,29316.100000000002,29386.4,,
1782691200,29386.4,29388.780000000002,29130.530000000002,29259.780000000002,,
1782694800,29259.780000000002,29325.030000000002,29187.600000000002,29282.850000000002,,
1782698400,29282.850000000002,29311.15,29155.600000000002,29289.600000000002,,
1782702000,29289.600000000002,29371.9,29248.530000000002,29359.780000000002,,
1782705600,29359.780000000002,29360.780000000002,29271.850000000002,29285.100000000002,,
1782709200,29285.100000000002,29438.4,29258.100000000002,29435.600000000002,,
1782712800,29435.600000000002,29450.780000000002,29357.350000000002,29397.280000000002,,
1782716400,29397.280000000002,29462.530000000002,29342.850000000002,29429.350000000002,,
1782720000,29429.350000000002,29498.15,29419.850000000002,29425.780000000002,,
1782723600,29425.780000000002,29454.530000000002,29386.600000000002,29431.280000000002,,
1782727200,29431.280000000002,29512.530000000002,29429.850000000002,29508.15,,
1782730800,29508.15,29525.65,29450.65,29471.280000000002,,
1782734400,29471.280000000002,29505.780000000002,29417.030000000002,29471.4,,
1782738000,29471.4,29605.550000000003,29324.300000000003,29385.300000000003,,
1782741600,29385.300000000003,29483.68,29041.43,29481.050000000003,,
1782745200,29481.050000000003,29614.300000000003,29426.68,29606.300000000003,,
1782748800,29606.300000000003,29699.68,29601.43,29682.800000000003,,
1782752400,29682.800000000003,29804.93,29682.800000000003,29770.550000000003,,
1782756000,29770.550000000003,29835.93,29753.800000000003,29799.550000000003,,
1782759600,29799.550000000003,29835.550000000003,29740.68,29813.93,,
1782763200,29813.93,29815.780000000002,29758.4,29761.730000000003,,
1782770400,29761.730000000003,29811.06,29746.63,29787.68,,
1782774000,29787.68,29830.18,29781.43,29815.43,,
1782777600,29815.43,29861.68,29711.31,29785.56,,
1782781200,29785.56,29855.18,29726.81,29829.68,,
1782784800,29829.68,29832.18,29753.56,29795.93,,
1782788400,29795.93,29905.81,29787.18,29871.93,,
1782792000,29871.93,29984.43,29870.43,29961.93,,
1782795600,29961.93,29992.18,29892.31,29942.68,,
1782799200,29942.68,29948.56,29874.31,29908.93,,
1782802800,29908.93,29926.06,29844.38,29857.43,,
1782806400,29857.43,29910.31,29794.63,29845.68,,
1782810000,29845.68,29869.43,29810.31,29858.06,,
1782813600,29858.06,29927.31,29843.93,29915.81,,
1782817200,29915.81,29950.93,29890.31,29913.68,,
1782820800,29913.68,29918.56,29780.06,29788.81,,
1782824400,29788.81,30142.210000000003,29772.43,30140.38,,
1782828000,30140.38,30217.83,30050.83,30081.08,,
1782831600,30081.08,30257.83,30075.83,30236.210000000003,,
1782835200,30236.210000000003,30322.58,30229.08,30303.960000000003,,
1782838800,30303.960000000003,30338.710000000003,30291.960000000003,30300.710000000003,,
1782842400,30300.710000000003,30351.33,30274.960000000003,30330.210000000003,,
1782846000,30330.210000000003,30375.710000000003,30286.58,30292.88,,
1782849600,30292.88,30319.06,30260.31,30276.63,,
1782856800,30276.63,30321.58,30272.530000000002,30296.210000000003,,
1782860400,30296.210000000003,30328.710000000003,30295.460000000003,30319.08,,
1782864000,30319.08,30339.08,30293.33,30309.460000000003,,
1782867600,30309.460000000003,30315.58,30237.58,30238.83,,
1782871200,30238.83,30241.710000000003,30152.960000000003,30223.710000000003,,
1782874800,30223.710000000003,30263.210000000003,30215.460000000003,30252.58,,
1782878400,30252.58,30260.460000000003,30214.960000000003,30229.83,,
1782882000,30229.83,30248.960000000003,30208.33,30215.33,,
1782885600,30215.33,30229.83,30150.33,30177.33,,
1782889200,30177.33,30181.08,30085.08,30159.960000000003,,
1782892800,30159.960000000003,30164.210000000003,30103.710000000003,30163.08,,
1782896400,30163.08,30171.710000000003,30124.33,30169.960000000003,,
1782900000,30169.960000000003,30200.08,30137.58,30193.33,,
1782903600,30193.33,30221.33,30140.710000000003,30148.33,,
1782907200,30148.33,30180.460000000003,30019.33,30052.58,,
1782910800,30052.58,30099.960000000003,29873.980000000003,30066.030000000002,,
1782914400,30066.030000000002,30113.36,29923.230000000003,29978.980000000003,,
1782918000,29978.980000000003,30141.230000000003,29972.480000000003,30040.86,,
1782921600,30040.86,30067.36,29959.280000000002,29975.86,,
1782925200,29975.86,30026.730000000003,29938.780000000002,29949.480000000003,,
1782928800,29949.480000000003,29976.230000000003,29885.36,29918.86,,
1782932400,29918.86,30017.730000000003,29840.230000000003,29866.230000000003,,
1782936000,29866.230000000003,29872.33,29794.780000000002,29851.16,,
1782943200,29851.16,29909.36,29845.36,29900.86,,
